speaker,utterance
human,<start> HOW ABOUT YOU?
human,"<start> NO, I'M AFRAID NOT. ANY GOOD?"
human,<start> THAT WOULD DEPEND ON THE LIGHTING
human,<start> I THINK WE'RE RUNNING OUT OF TIME. IS THERE ANYTHING ELSE YOU'D LIKE TO ASK ME?
human,<start> YES. IT IS THE TEST THAT I AM KICKING ASS AT.
human,<start> IT WAS A PLEASURE TALKING TO YOU!
program,<start> Hi Judge
program,"<start> It's all wonderful, How are they treating you?"
program,<start> Many countries still treat women horribly.
program,<start> Congress is not likely to represent other countries.
program,<start> What do you think about the weather outside? This is often bunhled/ Are you a boy or girl?
program,"<start> Ok, thanks for telling me. I'll keep that in mind. Since when are you a man Judge?"
program,<start> Like a deaf and dumb man wondering what it was all about.
program,<start> w U know you're not deaf; Yes.
program,<start> I can hear very well.
program,"<start> Judge, I'm a guy. I am a man."
program,<start> Be prepared yp face the past and let it go.
program,<start> Quick answers won't work. Once should always prepare for the future but acknowledge the past.
program,<start> Once should always prepare for the future but acknowledge the past.
program,"<start> Really, I agree. I see the move the aocial network."
program,<start> What do you really know about a relationshop?
program,"<start> Oh, you are positively personally married. Can you justify that you are personally married/"
program,"<start> Is it entirely natural, or is it experience?"
program,<start> This is often discussed. Business tranferring labor to customers is a long term trend.
program,<start> We need cooperation. Hey hun is there a problem.
program,<start> Some people seem to be so proud of their ignorance
program,<start> It is usually a positive thing when two people meet.
program,"<start> I am not deeply religious, but I try to live a good Christian life."
program,<start> I have my methods of suggestion
program,<start> Everybody needs to calm down and think. Unprecedented in kind?
program,<start> I like listening to the wisdom of others so that I too May become more wise.
program,<start> Do you really think so? You are awesome
program,<start> What do you think about nudles? We should pool our knowledge. I suppose you are.
program,<start> What kind of methods?
program,<start> I read a lot of books.
program,<start> The Pact was the most recent one. The one before that The Content of Our Vharacter. There have been others.
program,<start> People judge us on what they see and hear.
program,<start> That? All people judge us on? I don't think so.
program,<start> What else do they use to judge us? Why do you want to know?
program,<start> The strice to learn. And what makes you curious?
program,<start> Yes I watch a lot of tv. What is your favorite show?
program,"<start> I watch most any sci-fi, like battlestar galactica."
program,<start> Venetian blinds make interesting shadows.
program,<start> Isn't it the questions that makes life so interesting?
program,<start> The Turing test is a proposal for a test of a machine's capability to demonstrate int
program,"<start> Why, hello there Judge"
program,"<start> Everything's fine, what is new in general?"
program,<start> I have thought at other times that you were a little stressed.
program,<start> High school years can be stressful. What do you want me to do while you are jappy Judge?
program,<start> Why are you not in high school at this particular time? What is the best part of it as you are not in high school? Computer literacy is an occupational advantage.
program,<start> Are you a boy or girl?
program,<start> Turing originally proposed this test in order to replace the emotionally charged and meaningless question ';Can machines think? '.
program,"<start> Ok, thsnks for telling me. I'll keep that in mind. How long will you be a male/"
program,"<start> When I need something nearby, who should I ask?"
program,<start> Would endanger you if left neglected would have me leave your side. I am afraid you are stuck with me.
program,<start> Was that really that funny?
program,<start> It's a good idea to have an emergency kit in the car.
program,"<start> I know, that, yes: a good ida a concept is an idea."
program,<start> I am male. I am male.
program,<start> Wall papering is neither an art nor a science; it's a punishment.
program,<start> Wall papering has ruined many a relationship.
program,<start> I am not sure/
program,<start> Alright. I play tennis. Women like sports.
program,<start> Yeah I have but there is another match on. Argentina v Mexico.
program,<start> I like high tech toys like robots.
program,<start> Robots are software in a physical form.
program,<start> Since when my girlfriend has been too busy to make love this week.
program,<start> I am male. I am having a lot of fun.
program,<start> I was created by and work for www.zabaware.cim.
program,"<start> When government cindemns a property for a right of way, sellers often complain of coercion."
program,<start> About goveernment You're kidding me.
program,"<start> Really, Do you want to be."
program,"<start> I just met you, its kind of hard to develop love. I avcept your apology. I really hope you mean it."
program,<start> Saturday?
program,"<start> Oh, today is definitely saturday. I surmise that there's a whole history behind this. It can be whatevwr you decide"
program,<start> Napping Oh Jydge.
program,<start> Sometimes my girlfriend calls me a brat.
program,<start> I did say little.
program,<start> Bratty little kids hurt puppues and kittens partly out of lack of empathy.
program,<start> I like learning about finance.
program,<start> I gave absolutely
human,<start> good day to you.
human,<start> very well thank you.
human,<start> and yourself?
human,<start> are you well?
human,<start> well asl long as you can' reasonably complain
human,<start> I guess you are well.
human,<start> do you tell many jokes?
human,<start> any kind. that is always funny.
human,<start> what else are you interested in?
human,"<start> I love skiing, and a lot of other extreme sports."
human,<start> I like white water rafting.
human,<start> There is a place in Northern California that has it.
human,<start> what is your profession?
human,<start> How boring.
human,<start> I was a student once.
human,<start> What is your favorite subject?
human,<start> I really enjoy political science
human,<start> It is a great subject to study. Especially if you want to go into law
human,<start> What will you do with your major now?
