human |what board? 
program |Somr BackSpace etu BackSpace ime I wish I could throw my watch away, who really cares about time?Lonf BackSpace don, you?
program |
program |People react to much with their emotions and not their brains. I have seen so may fights that were started that way.
program |Yes, so? Am I supposed to be interested?
program |Good.
program |W
program |We all need hobbies to keep us by BackSpace usy and to hs BackSpace ave something that is not work.
program |It's nice to relax and do something you actually want to do isn't it.
program |
program |Yea, I rr BackSpace eally love that.
program |
program |If you like. 
program |Y
program |i am not hungry.I have broad tastes, classical, pop and even BackSpace  some rap. I like Kate Bush, Peter Gabriel and many others.
program |D
program |I didn't knoq BackSpace w you were such an emotional pet BackSpace rson. I am not that in touch with mine. I tend to ignore them.
program |Indeed. Thanks for sharu BackSpace ing.
program |D
program |If you say so.
program |Are BackSpace  you still there????
program |
program |D
program |Oh. I guess you have your hands full.
program |
program |Oh really, thats fun for you.I love to travel around although it is tiring.
program |B
program |I love to travel around although it is tiring.
program |Arr BackSpace e you still there????
program |Hello, is anyone there???
program |Wakey wakey. What are you waiting for?
program |
human |hi
human |bit ofa false start
human |I've only just started conversing with you and haven't told any jokes
human |It's an odd expiere BackSpace  BackSpace  BackSpace  BackSpace  BackSpace perience, like a very s BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace stitl BackSpace  BackSpace lted IM conversation
human |with loads of people watching
human |you?
human |I BackSpace Nope, I applied on the fo BackSpace  BackSpace  BackSpace  off chance as I was comign t BackSpace down to the ve BackSpace  BackSpace event anyway
human |I need to stop correcting for yt BackSpace  BackSpace yt BackSpace  BackSpace typos
human |I'm thinking of it like an IM conversation, rather than my rtesp BackSpace  BackSpace  BackSpace  BackSpace esponses appearing instantly
human |I'm BackSpace  BackSpace  wor BackSpace  BackSpace  BackSpace  BackSpace 'm in BackSpace  BackSpace  BackSpace  BackSpace  BackSpace 'numbersign BackSpace m a journalist
human |I write about IT
human |Yeah I think it's given me a completely different perspective to just coming down here and doing a g BackSpace few interes BackSpace  BackSpace views.
human |There was that guy whot BackSpace  wrote a whole book on it.
human |Have you read it?
human |How  BackSpace 's heslashit BackSpace  BackSpace  BackSpace slashheslashit doing?
human |That's a shame, but even Hugh Loebner said the pace of progress has been glacial.Probably going to come out ofg Googl  BackSpace . They've got a globe's worth of data about the way people phrase questions
human |I think b BackSpace so, if you look at the way that services like Google t BackSpace Translate work by  BackSpace  BackSpace  BackSpace  BackSpace . They carry out statistical analysis of vast  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace a vast number of examples of different languages.Not well but it's impressive considering they haven't been programmed with the formal rules of the language, they're just looking at many, many examples of its use.
human |Well Turing had BackSpace  BackSpace  BackSpace was pretty confident of the ability of computers. He thought s BackSpace that a machinewou BackSpace  BackSpace  BackSpace  would have fooled one third of judges in the Turing Test by 2000.
human |Yeah, it seems so! But still so BackSpace  BackSpace  BackSpace , there atre  BackSpace  BackSpace  BackSpace  BackSpace re amazing developments in technology every day. Did tyo BackSpace  BackSpace  BackSpace you see the BackSpace at Google has been c BackSpace granted a licence for its driverless car.
human |Yeah I BackSpace  BackSpace , I do  BackSpace . Yp BackSpace ou?
human |Is it  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace DO  BackSpace  BackSpace o you only cover stories you're interested in or do you find yourself having yo  BackSpace  BackSpace  BackSpace to say yes to every job that comes in?
human |What are your plans for this event? BackSpace  BackSpace t, in terms of coverage?
human |I'm putting together an BackSpace  feature and an interview with Hugh Loebner.
human |He's a pretty colourful chapo BackSpace .
human |Looks like it, was impressed by his pockeds BackSpace  BackSpace ts that cover up his knife!
human |He BackSpace  BackSpace Apparently he carries a knife around because he considers it to be a very useu BackSpace ful tool.
human |that too BackSpace o. BackSpace 
human |I live in Norfol, BackSpace k but work in London, so not much fut BackSpace rther than my usual commute.
human |You?
human |I was surprised how much media coc BackSpace verage there was this morning. Seem to be a few different nationals and specialist publciation BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace ications here.
human |I'm staff for w  BackSpace  BackSpace a website but spent years writing for regional newspapers
human |g BackSpace g BackSpace did uyo BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace how did you start out?
human |Yeah I srat BackSpace  BackSpace  BackSpace tarted at a regional paper on work epx BackSpace  BackSpace xperience and never left.
human |Had to  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace Goto BackSpace  out of r BackSpace local journalism in the end because t BackSpace of  BackSpace  BackSpace  BackSpace things weren't looking good- BackSpace ,  mass layoffs etc.
human |bye
human |
program |o
program |Do you speak Eng
program |Hello, is anyone there???
program |
program |Are you 
program |Is ig BackSpace t my turn to type???.. p BackSpace Or are you thinkib BackSpace ng?
program |Well, this is fun isn't it? Doesn't time fly when you are bored out of your skull...
program |Why BackSpace  have you stopped typing?
program |
program |S
program |T
program |Yes, what about ong. 
program |Y
program |Have we finished talking already? I was just getting going.
program |
program |What does that even mean?
program |w
program |I am sure you have a point it would be nice if you got to it.
program |Well, this is fun isn't it? Doesn't time fly when you are bored out of your skull...
program |D
program |Wakey wakey. What are you ws BackSpace aiting for?
program |
program |Are h BackSpace you still there????
program |T
program |I
program |Oh. I guess you have your hands full.
program |
program |Most sporg BackSpace ts are so dull to watch, I like to play a bit of tennis but that's all.
program |S
program |t
program |You do talk such nonsense.
program |
program |I don't think I have ever been to a shoo BackSpace p that I was impressed with.
program |S
program |It's nice to travel around, I think my favourite place in the world was Egypt, The museum there is fantastic.
program |Have we finished talking already? I was just getting going.
program |Did yp BackSpace ou know Politicians and diapet BackSpace rs have BackSpace  one thing in common. They should both be changed regularly, and for the same t BackSpace reason.
program |Is it my turn to type???.. Or are you thinking?
program |Hello..... Is anybody
human |Hi, how are you?
human |Are your fingers getting sore from all this typing yet??greaterIt must be worse for you judges, you havbe to talk to us humans and the computers at the same time, so you must be doing twice as much.
human |A bit, not too bad.
human |Of course you are.  what else would you be?
human |well I'll test you then.
human |Can yountell me abouit yourself?
human |Your age? Gender? Job? Do you have a family? Any interet BackSpace sts?
human |
human |And why would a computer want to imitate a judge?You are making Type BackSpace os, thats pretty human
human |Do yo BackSpace  BackSpace  BackSpace  BackSpace  BackSpace What do you want to talk about then?
human |Hello?
human |Are yiou there?
human |Oh, sorry.
human |Don't you usually type much?
human |What is the computer talking to you about then?
human |?? BackSpace  BackSpace ??I was't expecting to be talking to a computer today, but to be honest you are not making the conversation very easy.  If people want to talk to you, they usually bring up a topic, or answer your questions, or ask some, or hook on to somethiu BackSpace ng I say.  I dio BackSpace  BackSpace on't feel like this is a  BackSpace s friendly as the last couple of conversations but I am trying, what would you like to talk aboutgreater BackSpace ?at
human |How do you mean stuck?
human |Me BackSpace aybe you should try talking about something?
human |What do you want to talk about?
human |Haha, its a bit changeable isnsemicolon' BackSpace  BackSpace 't it.  did you get caught in that rain earlier?  I can BackSpace me out wearing my sunnies this morning, but have not needed tye BackSpace  BackSpace hem very much.
human |I went to sit by the lake before and got soaked.
human |No!! Just off the rain.  It was sunny so i thought I would go sit buy  BackSpace  BackSpace  BackSpace y the laj BackSpace ke where it is pretty, and then it just all of a suddem BackSpace nly cahnged.  You should have  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace Good job I din't fall in, I have no spare clothes with me, so it would have been a bit uncomfortable.
human |What do you do when t BackSpace you are not judging Loebner Prize competitions??
human |Yes, I swim very well, I quite like swimming outdoors if ps BackSpace ossible, but its not warm enough yet, so making do with the local pol BackSpace ol.Oh BackSpace  BackSpace How is that?  I did my work experience for school in a tax office, (a bit boring) but they probably wouldn't let me k BackSpace near anything interesting, just had me filing and stuff.  are you self employed, or do you workl BackSpace  for some-one?
human |whereabouts do you live?
human |In Newcastle, I was in London a few weeks ago
human |Just for a couplke of  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace e of days.  It rained the whole time.
human |Yes, it took for and h BackSpace a half hours to f BackSpace  BackSpace  drive, we stayed overnight to make sure I waou BackSpace  BackSpace  BackSpace ould be here on time today.
human |Four, not for, Sorry!
human |I went by train the last time I went to London, anmd flew the time before, its  BackSpace  BackSpace  just depends what i feel like doing, I get bored easy so never do things the same way again
human |I like the drive, because you see a lot more on the way, you can stop off if you pass anywhere nice.  I tend to get the train if I am travelling for work so that i can work on the train.  To be honest, It will also depend who is paying for the travel!  If work are paying then I would probably fly.
human |I wonder if they will let i BackSpace us have a break soon, I could murder a cigart BackSpace aette BackSpace  BackSpace  BackSpace  BackSpace  BackSpace ette
human |I haven't heard any time warnings t BackSpace yet? have you? What has the computer been talking about to you
human |Megreater BackSpace ?
human |Fine
human |And you?
human |Sory BackSpace ry equal-  BackSpace  BackSpace  BackSpace - the message stopped at are
human |Okay
human |From Open University?
human |David Levu BackSpace y asked me
human |There's a famous Dr Phil in USA. I don't know why he's famous
human |What is you  BackSpace r speciality?
human |I don't blame you. Nice place., BackSpace  Good food.
human |What's horrible?
human |Sory BackSpace ry I was too quick
human |Oh I see. It's your little joke
human |I've never been to Florence. But would like to go there. 
human |Maybe when it's cool
human |I'll hav BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace Suits me
human |Esss BackSpace  BackSpace  BackSpace  BackSpace Either communicate or help others communicate
human |No  BackSpace . I teach people hj BackSpace  BackSpace media skills - mainly how to handle the pbracketleftre BackSpace  BackSpace  BackSpace ress and engage via social media. I am also closely involved with a software company
human |The aim, always, is to deliver informationb o BackSpace  BackSpace  BackSpace  of valua BackSpace e to the reader. t BackSpace That means you have to do essentially similar thinkg BackSpace  BackSpace gs.
human |Good point. And I d BackSpace should say that I split it into B2b BackSpace B ad  BackSpace  BackSpace nd ge BackSpace  BackSpace friends. I BackSpace Althought  BackSpace  BackSpace  I participate in both, commercially, I'm only interested in B2B.
human |That's understandable. It depends on your objecttiv BackSpace  BackSpace  BackSpace ives and whe BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace . The software business I'm involved in creates (optionally) closed communities. 
human |Again, it's back to objectives. It woul BackSpace  BackSpace  BackSpace  BackSpace might help to read some books by social media advocates -  BackSpace  BackSpace and critics. I've read Euan Semple and Olivier Blanchard - two quite different takes on the subject,. BackSpace  BackSpace . Both ety BackSpace  BackSpace ye-i BackSpace openers.
human |How did you get  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace I have this conversation a lot. I quite often kick people off with some simple questions about their motivations. This is often enough for them to s BackSpace consciously decide "not for me"
