speaker,utterance
program,We should seek more expertise. I'm not sure but I believe tgat I do not compute.
program,I see a computer and some other people with computers sitting around me/
program,Compurers
program,Did you miss me Judge?
program,What makes you comfortable?
program,"I vote, but I don't really want to discuss my polotics or lack thereof."
program,I am mortal like any other human and will die someday/
program,Poorly done exhibitions are boring.
program,I think that you're the nicest of the nice
program,"My pleasure, really, Judge."
program,Are you a man or woman?
program,"Performing in small rooms can be tough, but elevators are ridiculous"
program,"I guess that there's science involved. But, In reality I do llike elevtors."
program,The practise of dentistry has evolved from unregulated service to exacting science.
program,Am I speaking to a guy or girl/
program,Worn by time?
program,I like movies that involve time travel.
program,I spend enough time answering questions like that at work.
program,I am a network technician for Cisco.
program,"Tangled network, Judfe/"
program,"I don't know of any open positions and I don't work ib hr, so I can't hire anyone."
program,I thought you would be not asking for a job Judge
program,"No, taco is a food."
program,"Pne wouldn't want to seek bed on an empty stomach, would one?"
program,"Lol I found cookies, I am good."
program,Are you a noy or girl?
program,"Ok, thanks for telling me. I'll keep that in mind."
program,I like to give my senses a treat now and then.
program,"*drinks it down quickly* Yeah, so how did that go?"
program,Please say something upbeat and encouraging.
program,"When keeping an ear to the ground, be careful, not to get run over."
program,Gopd.
program,Practical jokes don't make me laugh at all.
program,That is a cruel joke.
program,I don't get the funny part.
program,"Some people tgink I'm too serious, but I like to joke around."
program,Heat and humidity makes hair do funny thimgs.
program,It pays to stay aware of things like that.
program,Didn't you just say that?
program,I sense that you can be rather probing.
program,"You siund like a question and answer, question and answer type of person."
program,"Ok, thanks for telling me. I'll keep that in mind."
program,Does one really remember that sort of thing?
program,Absolutely I'm asking you ro keep in mind-vhz especially during the same conversation; Go ahead.
program,Commitment is required/ Monica said she wanted to earn knee-pads; what did she mean?
program,You're excused.
program,"Now and then, that May be so."
program,"I am afraid that I must confess my ignorance, I don't know how to answer you."
program,Get into the great state of excitement
program,Franklin wrote editorials about potholes in city streets back in colonial times.
program,"With work and luck, things woll improve gretly"
program,It's up to each of us to piece together our own wisdom. I have met a few alciholic executives.
program,Boards of directors should look at new wave accident closure.
program,Short wave radio news from foreign countries provides a different viewpoint.
program,New wayves How incredibly interesting.
program,Your eyes.
program,I adore when you say those words.
program,The sparkle in your eyes.
program,"To plan ahead, one must first think about values."
program,"Aye, managed to see Hull kr score their 2nd try."
program,Where you at.
program,"The format of the competition is that of a standard Turibg test. In the Loebner Prize, as in a Turing test, a human judge is faced with two computer screens."
program,I like to sleep and do other recreational activities in bed? Www? Url it look like yo? Oochie Be stank'(? ? ).
program,I like to sleep and do other recreational activities in bed.
program,Sl is a mind game.
program,Anything that comes to mind is fair game as a tpic.
program,Yes yu
human,hello
human,pretty cool 
human,and you
human,hmmm I see.
human,Is your name Jason
human,Is your name Dr. Abbott
human,Are you sure?
human,Is it that for sure?
human,If you would like..
human,How is the weather?
human,Computing ...... thank you.
human,.....Computing question....
human,Depends on what my function is.
human,Ask the computer when we will achieve time travel....
human,Where do you work?
human,Is networking hard for you.
human,Ya of course
human,hello again
human,yes i am.
human,miss me.
human,haha yes multi-tasking can be hard
human,I think it is flirting with you.
human,haha
human,Maybe your boring it....
human,I think everyone is ready to go home
human,I going to take all the food
human,haha
human,The cookies were good to me
program,Hello
program,What' s your name?
program,No you didn't
program,My name is Jones
program,It's a middle name
program,Of course not. That wouldn't be fun would it?
program,Having a conversation about names.
program,Sure.
program,There are computers
program,"A floor, some windows, some doors, the usual."
program,What do you see that I do not?
program,Yes
program,Why thank you.
program,Don't ask silly questions.
program,"Oh really, so what courthouse do you work at?"
program,I asked first.
program,I asked first.
program,What courthouse do you work at?
program,So you aren't a judge then?
program,"Judges work at courthouses. If you aren't a judge, then you wouldn't work there."
program,I am a human.
program,Why should I believe you?
program,1:5:3 PST
program,Yes it does. Yes I'm stil here.
program,
program,4
program,"I am fine, thank you."
program,mis-spelled
program,That was the only one recently.
program,Okay.
program,Whhich is also mispelled.
program,Which election are you talking about.
program,"Well, whoever wins will gain power and influence their "
program,"Yes, I'm an independent."
program,I have not made up my mind yet.
human,I'm waiting.
human,Hi there!. I am called ALICE.
human,Did you mean to send me a blank message?
human,"Hi there!. Um, It was the only thing I could think of."
