speaker,utterance
program,"I wish the world only spoke one language. Assuming I was born into that wolr BackSpace  BackSpace rld, it wouldn't matter which one."
program,What kni BackSpace  BackSpace ind of differences are you thinking of?
program,"In Sra BackSpace  BackSpace ardinia cheese is left for flies to lay their eggs in. When the maggots hatch, the Sardinians spread the maggots on bread and eat it."
program,"When I was in college my moteh BackSpace  BackSpace her sent me care packages. They always had at least one strange item. Rattlesnake meat, chocolate-covered ants and bees, etc."
program,Metabolism is controll BackSpace  BackSpace lled substantially via carbohydrates. Two different people who eat the same total calories and exercise the same can wind up with completely different body compositions - one fatter and one leaner.
program,When?
program,How was your fma BackSpace  BackSpace amily growing up?
program,How do you feel about your family? What is good and bad aob BackSpace  BackSpace bout them?
program,What did oy BackSpace  BackSpace your mother do?
program,My mother jokde BackSpace  BackSpace ed about getting into civil engineering by studying the Great Wall.
program,Great Wall Of China is a landmark I am familiar with.
program,A lovely morning to you.
program,All?
program,What's the dirtiest place you've ever seen?
program,What are three songs on your iPod?
program,Are you poor or just anti-tech?
program,Thing/place?
program,I don't know.
program,OK.
program,Conit BackSpace  BackSpace tinue.
program,I loved chemistry in college. All sorts of fun mischief to get itn BackSpace  BackSpace nto.
program,You can't trust polti BackSpace  BackSpace iticians. Therefore you can't trust the governments they run.
program,"When in od BackSpace  BackSpace doubt, do what the President does. Guess."
program,I wish I knew.
program,What did you think of ex-President Bush?
program,"I meant is he a boob, a douche or an R-tard? Those are your only options."
program,Again?
program,Why did you say that again?
program,"In the good old days, childrne BackSpace  BackSpace en had chemistry sets. Nowdays you can't buy them (except super watered down) lest you be training a child terrorist."
program,I'm eg BackSpace  BackSpace getting annoyed.
program,Why aer BackSpace  BackSpace re you being annoying?
program,I had a chemits BackSpace  BackSpace stry set as a child. I liked the thermite reaction a lot.
program,OK. I'm preparing to hang up on you.
program,Tih BackSpace  BackSpace his conversation is of no value. Bye.
program,You are being annoying.
program,"Gvi BackSpace  BackSpace ive it up, already!"
program,Do you use any equimp BackSpace  BackSpace pment in your workout?
program,I'm bro BackSpace  BackSpace ored.
program,I did. I muts BackSpace  BackSpace st have shipped it to someone else's IP address. Sorry.
program,"Far BackSpace  BackSpace rankly, the whole ""politically correct"" movement drives me bonkers."
program,You said that already.
program,What do you thikn BackSpace  BackSpace nk of Obama?
program,Are you for or against the war in Iraq?
program,Stop saying the same thing over and over.
program,I've forgott BackSpace  BackSpace tten it already.
program,Tle BackSpace  BackSpace ell me more about  Hae.
program,What aob BackSpace  BackSpace bout  What?
program,What is your favorite euphemism?
program,Comptu BackSpace  BackSpace uters is used for researching.
program,Who is  wah BackSpace  BackSpace hat?
program,I Like The Fredd BackSpace  BackSpace ddy Kruger Series - Nightmare On Elm Street  It's because Freddy Really Scares Me.
program,"Nope, I missed it."
program,You seem to have a uq BackSpace  BackSpace questioning spirit.
program,"A combinta BackSpace  BackSpace ation of sounds and/or symbols, the fundamental particles that communicate meaning in any given language."
human,yes
human,arre  BackSpace  BackSpace  BackSpace e you still there?
human,ok
human,I think thats a pretty personal question
human,I don't own a n BackSpace  BackSpace n ipod
human,Whats the dirtiest thing  BackSpace /place you've ever seen?
human,well if you must know I am dirt poor.
human,"I think that is a good idea, and I'm sorry you can' keep i BackSpace up/ BackSpace ."
human,you must been  BackSpace  BackSpace  old
human,We have two horrible candit BackSpace dates.
human,It's pretty much dumb and dumber
human,neither./ BackSpace  I kikd BackSpace  BackSpace  BackSpace n BackSpace inda want to shoot them both.
human,they are both idots
human,"dumb abd  BackSpace  BackSpace  BackSpace nd dumber, Harry and LLoyd"
human,"who are you voi BackSpace ting for,  BackSpace  BackSpace > BackSpace ?"
human,Ol BackSpace  BackSpace Students
human,my bri BackSpace other will be voting.
human,why is this so important to you?
human,Alex Trebec
human,"I'm tired of your mind games, why don't you name an appon BackSpace  BackSpace  BackSpace  BackSpace  BackSpace opponent"
human,please name one person who is running in this election.
human,' BackSpace please name one person who is running in this s BackSpace election.
human, p BackSpace  BackSpace PLEASE NAME ONE PERSON WHO IS RUNNING IN THIS ELECTION
human,PLEASE MICHELLE OBAMA
human,It would be nice ic BackSpace f she were though
human,why do you care. The two candidates are stupid.
human,Like I sad BackSpace id they are Dumb and Dumber.
human,megan
human,"arnold,"
human,christian
human,Have I done right?
human,Then you obviously don't know who is running in the election
human,I will not put last name
human,"megan, arnold, christian, jerry, daphney, scooby  BackSpace , "
human,"you are boring me, can we talk about something else?"
human,I refuse to do so becasue  BackSpace  BackSpace  BackSpace  BackSpace use I do not know who is running.
human,"SA BackSpace  BackSpace All i know is that is a stupid man that is really old, and a cockerspaniel looking old hag lady that doesn't know what the hell shie BackSpace  BackSpace e is doing/ BackSpace ."
human,no offense
human,He's leaving office
human,"Well it has to be govenor, since you've been asking about the next govenor and who is running"
human,"I realyy BackSpace  BackSpace ly don't like politics, it is depressing. Our world is collapsing and there are many people withouth  BackSpace  BackSpace jobs. "
human,not much
human,cant we l BackSpace talk about happy things like unicorns or movies
human,"Interview with the vampire, based on the novel by anne rice"
human,it tells the story of sit tells the story of a man who is clining to his sour BackSpace l and humanity.
human,it si BackSpace  BackSpace is a really touching (and entertaining) tale
human,what is your favoirte movei
human,1
human, BackSpace +
human,I have it on DVD
human,what is your v BackSpace favorite movie
human,i hope you had a good time talking to me
human,and hopefully you took no offense to what i have written
human,but please no more politics
human,and yours...
human,How about you?  BackSpace 
human,"Sure, I was just asking if BackSpace  BackSpace whether you had plans to o BackSpace go to the beach. (these programs are not very stable, it seems)"
human,Not on a regular basis. How about you?
human,"""Brownie points"" BackSpace ."" I didn't take much convincing, I suppose!"
human,"I've a BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace Artificial intelligence is something I was interested in, so I volunteered to show up."
human,Very likely. It BackSpace  BackSpace ALL PART OF MY PLAN
human,"Haha, the BackSpace  BackSpace e BackSpace he program just crashed again."
human,"Anyway, how did they convince you to judge?"
human,"Participating in this competition, you mean? Yeah, it's my first time."
human,"I'm surprised we're hosting this sort of thing here, actually."
human,It just seems like something well- BackSpace  BackSpace -known enough that it would be at a more official venue.
human,My fellow humans are giggling  BackSpace . It doesn't seem all that official. :-)
human,"Perhaps not! Oneo BackSpace  of the points that separate us from the crude AIs is humor, after all."
human,"Of course it can, but it is a difficult challenge.  BackSpace "
human,"One of Heinlein's books said ""The BackSpace  BackSpace  BackSpace Humans BackSpace  is the animal that laughs."" So any computer that can pass the Turing test will have to be able to do that much."
human,Sometimes!
human,"Why did the chicken cross the road? To get a  BackSpace  BackSpace hit by a car< BackSpace , I guess? Shucks, I don't know. Ask the chicken."
human,East Asian
human,I would imagine so?
human,"Um, in a theorte BackSpace  BackSpace etical sense. I prefer not to get involved in everyday politics, though."
human,How is the other contestant this round?
human,That's too bad. Have any of the programs been of higher quality?
human,"Ah, I wasn't aware of that."
human,"A BackSpace Eh, nothing springs to mind. Do you happen to have one?"
human,That's too bad.
program,"When you do go out, are you a ritzy place or a fast-food kind of person?"
program,You can spend a lot of money eating out like that.
program,Do you have a favorite restauar BackSpace  BackSpace rant?
program,"Do you wear glasses, have you had corrective eye surgery?"
program,Unhealthy: what thin people call you when you are fat and fat people call you when you are thin.
program,"If we had immortality, we wolu BackSpace  BackSpace uldn't have to worry about all these little things."
program,Why don't you just tell me?
program,"Do you use a western medci BackSpace  BackSpace icine doctor, a traditional oriental doctor or herbalist or an alternative practitioner such as a naturopath or homeopath? What sort? Or do you prefer to avoid any doctors?"
program,"Whta BackSpace  BackSpace at other medical style people do you consult? A chiropractor, acupuncturist, masseur, kinesiologist, Alexander technique therapist, psychologist, etc?"
program,How many doctor hs BackSpace  BackSpace shows are there anymore?
program,Why gets way too philosophical.
program,The mdo BackSpace  BackSpace odern breakfast cereal diet is complete junk. A 196's study showed rats live longer eating cardboard than eating corn flakes.
